Make,Model,Year,Engine Size (L),Fuel Type,Price (USD),Price (EUR)
Honda,Civic,2020,3.2,Diesel,18932.26,16092.420999999998
Nissan,Altima,2013,2.2,Electric,78211.1,66479.435
Chevrolet,Malibu,2014,1.8,Diesel,44897.84,38163.164
BMW,X3,2019,1.5,Petrol,71859.23,61080.345499999996
Toyota,RAV4,2016,4.2,Electric,16680.53,14178.450499999999
Chevrolet,Equinox,2011,3.2,Petrol,27239.07,23153.2095
Ford,Mustang,2015,3.7,Hybrid,21726.1,18467.184999999998
Volkswagen,Passat,2015,4.8,Electric,56345.29,47893.4965
Audi,A4,2012,3.4,Hybrid,42812.37,36390.514500000005
Mercedes-Benz,E-Class,2018,2.8,Hybrid,36542.57,31061.1845
Ford,Mustang,2017,1.5,Electric,31896.22,27111.787
BMW,5 Series,2012,1.3,Diesel,63823.69,54250.1365
Mercedes-Benz,S-Class,2011,1.7,Electric,26555.28,22571.987999999998
Toyota,Corolla,2014,5.0,Electric,40085.24,34072.454
Audi,Q7,2010,2.7,Petrol,29807.57,25336.4345
Audi,A3,2020,4.0,Hybrid,27423.97,23310.3745
Nissan,Rogue,2013,1.8,Petrol,38923.59,33085.051499999994
Toyota,Highlander,2012,4.6,Hybrid,25971.76,22075.996
Nissan,Altima,2013,2.0,Diesel,76193.27,64764.279500000004
Ford,F-150,2016,3.1,Hybrid,52216.16,44383.736000000004
Chevrolet,Malibu,2018,4.9,Hybrid,70080.1,59568.08500000001
BMW,X3,2019,1.3,Petrol,72072.16,61261.336
BMW,3 Series,2020,2.1,Petrol,76521.72,65043.462
Audi,A6,2020,3.4,Hybrid,23315.66,19818.310999999998
Nissan,Altima,2016,2.1,Electric,31219.42,26536.506999999998
Ford,Focus,2015,3.1,Petrol,19457.91,16539.2235
Mercedes-Benz,GLC,2012,3.8,Electric,18822.71,15999.303499999998
Ford,Mustang,2019,2.1,Electric,35850.05,30472.542500000003
Mercedes-Benz,E-Class,2016,2.3,Electric,70939.0,60298.15
Toyota,Highlander,2018,3.6,Hybrid,69284.81,58892.0885
Toyota,Corolla,2016,3.3,Diesel,21646.99,18399.9415
Hyundai,Santa Fe,2018,4.8,Electric,47746.35,40584.3975
Hyundai,Tucson,2016,2.7,Petrol,42657.93,36259.2405
Nissan,Versa,2014,1.5,Petrol,47240.8,40154.68
Toyota,Highlander,2010,4.7,Hybrid,53398.4,45388.64
Mercedes-Benz,C-Class,2011,3.9,Electric,17447.55,14830.4175
Audi,Q5,2017,1.5,Hybrid,34976.18,29729.753
Toyota,RAV4,2014,1.3,Electric,23156.77,19683.2545
Ford,Fiesta,2015,2.9,Hybrid,69091.27,58727.5795
Audi,A3,2019,2.3,Diesel,69397.97,58988.2745
Volkswagen,Golf,2019,3.8,Petrol,55538.88,47208.047999999995
Honda,Accord,2020,4.2,Diesel,44061.13,37451.960499999994
Chevrolet,Spark,2015,3.6,Petrol,53547.3,45515.205
Ford,Fiesta,2020,1.0,Diesel,31383.3,26675.805
Toyota,Prius,2017,4.1,Electric,47637.33,40491.7305
Chevrolet,Equinox,2019,2.6,Diesel,26480.31,22508.2635
Volkswagen,Atlas,2018,3.1,Petrol,16566.69,14081.686499999998
Nissan,Altima,2019,1.0,Hybrid,69052.57,58694.6845
Ford,Mustang,2013,4.4,Hybrid,15620.93,13277.7905
BMW,5 Series,2017,2.4,Hybrid,22465.43,19095.6155
Ford,Focus,2018,3.3,Hybrid,34044.88,28938.147999999997
Toyota,RAV4,2018,2.5,Petrol,44720.94,38012.799
Hyundai,Kona,2018,3.4,Petrol,78972.09,67126.27649999999
Ford,Fiesta,2016,4.4,Electric,32044.52,27237.842
Toyota,RAV4,2016,4.6,Petrol,33115.31,28148.013499999997
Ford,Fiesta,2017,4.6,Diesel,71469.93,60749.44049999999
Hyundai,Elantra,2013,3.1,Diesel,35459.92,30140.931999999997
Volkswagen,Atlas,2015,1.2,Hybrid,34896.89,29662.356499999998
Audi,A4,2010,4.6,Diesel,37678.34,32026.588999999996
Nissan,Sentra,2013,2.1,Electric,15454.26,13136.121
Volkswagen,Jetta,2011,3.0,Electric,33214.84,28232.613999999998
Toyota,Highlander,2012,3.6,Petrol,28644.38,24347.723
Honda,Accord,2017,2.4,Hybrid,54529.22,46349.837
Hyundai,Kona,2016,4.5,Electric,76964.15,65419.5275
Ford,Mustang,2012,4.8,Electric,42703.59,36298.051499999994
Chevrolet,Malibu,2018,3.7,Diesel,76539.86,65058.881
Mercedes-Benz,S-Class,2016,2.4,Electric,62898.26,53463.521
Toyota,Camry,2013,2.0,Hybrid,47776.21,40609.7785
Ford,Fiesta,2010,2.1,Electric,46429.62,39465.177
Honda,Civic,2010,1.3,Hybrid,65065.54,55305.709
Honda,Civic,2020,1.3,Electric,19966.66,16971.661
Ford,Mustang,2015,2.2,Diesel,38297.23,32552.645500000002
Audi,Q7,2010,2.0,Petrol,41643.07,35396.6095
Nissan,Sentra,2012,1.2,Diesel,32114.65,27297.4525
Audi,Q7,2014,4.6,Electric,44392.79,37733.8715
Ford,F-150,2015,3.7,Electric,27371.04,23265.384000000002
Hyundai,Elantra,2013,2.3,Diesel,79266.81,67376.7885
Ford,Explorer,2015,4.6,Electric,62207.78,52876.613
Chevrolet,Equinox,2014,4.1,Hybrid,38053.0,32345.05
Mercedes-Benz,GLA,2016,2.3,Petrol,37243.83,31657.2555
Audi,A4,2011,3.2,Petrol,23496.76,19972.246
BMW,5 Series,2014,2.2,Petrol,75383.52,64075.992
Nissan,Altima,2020,1.5,Diesel,43383.52,36875.992
BMW,3 Series,2012,2.5,Electric,42316.91,35969.3735
Mercedes-Benz,C-Class,2011,4.0,Petrol,57474.16,48853.036
Volkswagen,Golf,2020,4.0,Hybrid,17675.06,15023.801000000001
BMW,7 Series,2015,2.6,Diesel,68178.79,57951.97149999999
Volkswagen,Tiguan,2018,3.9,Hybrid,24926.42,21187.457
Nissan,Rogue,2010,1.3,Electric,51221.28,43538.087999999996
Nissan,Rogue,2015,1.4,Diesel,29764.66,25299.961
Nissan,Altima,2012,4.5,Electric,69365.13,58960.3605
Volkswagen,Jetta,2019,1.5,Electric,63387.98,53879.783
Volkswagen,Passat,2011,4.6,Electric,78205.43,66474.61549999999
Nissan,Murano,2019,1.0,Petrol,59105.53,50239.7005
Toyota,Highlander,2011,2.2,Hybrid,73327.16,62328.086
Ford,Focus,2015,1.8,Diesel,73479.24,62457.354
Honda,Civic,2011,3.4,Hybrid,21404.96,18194.216
Mercedes-Benz,GLC,2020,2.3,Electric,45719.32,38861.422
Audi,Q7,2014,4.7,Electric,17863.42,15183.906999999997
Volkswagen,Jetta,2011,1.6,Petrol,73984.54,62886.85899999999
Toyota,RAV4,2017,4.3,Electric,17582.9,14945.465
Mercedes-Benz,GLA,2015,1.9,Petrol,77027.61,65473.468499999995
BMW,X5,2019,2.8,Hybrid,64890.92,55157.282
Honda,Fit,2012,3.4,Hybrid,64718.59,55010.801499999994
Chevrolet,Equinox,2018,4.3,Hybrid,74308.73,63162.42049999999
Mercedes-Benz,GLC,2013,4.3,Electric,59916.0,50928.6
Nissan,Altima,2015,2.1,Hybrid,16502.96,14027.516
Mercedes-Benz,GLC,2014,1.2,Hybrid,69466.41,59046.4485
Ford,Mustang,2016,2.9,Diesel,49524.3,42095.655
Chevrolet,Tahoe,2017,2.2,Electric,32870.87,27940.2395
Volkswagen,Atlas,2017,4.6,Hybrid,60106.12,51090.202
Hyundai,Sonata,2016,1.2,Electric,57974.21,49278.078499999996
Hyundai,Elantra,2018,3.8,Hybrid,22941.62,19500.377
Volkswagen,Tiguan,2011,1.2,Hybrid,54918.27,46680.5295
Honda,Civic,2012,1.9,Hybrid,32797.17,27877.5945
Volkswagen,Jetta,2019,3.0,Diesel,18021.56,15318.326000000001
Chevrolet,Malibu,2013,3.7,Diesel,60786.0,51668.1
Chevrolet,Equinox,2019,4.3,Electric,21251.5,18063.774999999998
Ford,Mustang,2017,2.0,Electric,31855.07,27076.8095
Ford,Explorer,2018,1.2,Diesel,63860.28,54281.238
Honda,CR-V,2020,2.9,Diesel,32859.13,27930.260499999997
Honda,CR-V,2019,4.0,Hybrid,58711.13,49904.460499999994
Nissan,Rogue,2017,2.7,Electric,46805.1,39784.335
Hyundai,Santa Fe,2012,2.0,Electric,15646.23,13299.2955
Nissan,Sentra,2011,2.3,Electric,47064.78,40005.062999999995
Hyundai,Kona,2020,4.0,Diesel,46140.23,39219.1955
Volkswagen,Golf,2011,2.1,Electric,30460.56,25891.476
Ford,Explorer,2018,3.7,Hybrid,62243.45,52906.932499999995
Chevrolet,Impala,2010,2.5,Hybrid,19117.29,16249.6965
BMW,3 Series,2018,3.1,Petrol,72445.34,61578.539
Volkswagen,Tiguan,2011,1.1,Petrol,52082.83,44270.4055
Nissan,Versa,2011,2.6,Electric,35010.05,29758.542500000003
Ford,F-150,2014,1.5,Diesel,58709.33,49902.9305
BMW,5 Series,2011,1.6,Electric,75444.47,64127.7995
Toyota,Highlander,2015,4.4,Hybrid,59432.92,50517.981999999996
Audi,A6,2019,3.3,Electric,25336.19,21535.761499999997
Volkswagen,Golf,2014,3.4,Hybrid,64851.3,55123.605
Mercedes-Benz,GLC,2012,4.2,Electric,45725.86,38866.981
Toyota,Camry,2019,2.3,Diesel,62832.26,53407.421
BMW,X3,2014,4.0,Electric,51218.46,43535.691
Ford,Fiesta,2020,1.6,Hybrid,53443.07,45426.6095
Chevrolet,Spark,2018,3.9,Electric,49860.29,42381.2465
Nissan,Rogue,2017,1.4,Petrol,51043.89,43387.3065
Audi,A6,2014,2.6,Hybrid,15387.72,13079.562
BMW,3 Series,2019,4.4,Petrol,52221.34,44388.138999999996
Mercedes-Benz,GLC,2020,1.2,Petrol,74485.78,63312.913
Mercedes-Benz,E-Class,2018,1.4,Hybrid,50023.13,42519.6605
Chevrolet,Malibu,2017,4.8,Petrol,72772.23,61856.39549999999
Chevrolet,Spark,2015,3.3,Diesel,17546.84,14914.814
BMW,X5,2020,2.8,Hybrid,27502.96,23377.516
Honda,Fit,2011,1.8,Diesel,68722.05,58413.7425
Ford,F-150,2017,1.5,Electric,42757.28,36343.687999999995
Chevrolet,Malibu,2014,1.3,Diesel,59999.83,50999.8555
Honda,Fit,2016,2.3,Hybrid,17896.78,15212.262999999999
Mercedes-Benz,C-Class,2018,4.9,Diesel,72690.66,61787.061
Audi,A4,2013,3.9,Electric,38372.23,32616.395500000002
Mercedes-Benz,S-Class,2019,2.9,Diesel,77757.9,66094.215
BMW,3 Series,2014,1.9,Hybrid,65583.84,55746.263999999996
Toyota,RAV4,2010,1.4,Petrol,79344.76,67443.04599999999
Chevrolet,Equinox,2013,3.8,Hybrid,46439.91,39473.923500000004
Toyota,Camry,2018,4.5,Electric,79429.51,67515.0835
Ford,F-150,2020,3.3,Diesel,36952.02,31409.216999999997
Volkswagen,Atlas,2015,2.9,Electric,67799.28,57629.388
Audi,Q7,2020,3.2,Diesel,44336.85,37686.322499999995
Volkswagen,Tiguan,2019,3.8,Petrol,67709.96,57553.466
Ford,Fiesta,2013,4.0,Electric,59675.07,50723.809499999996
Audi,Q7,2010,1.1,Diesel,15920.68,13532.578
Ford,Fiesta,2015,1.2,Hybrid,41158.15,34984.4275
Volkswagen,Atlas,2015,3.6,Hybrid,43069.46,36609.041
Chevrolet,Spark,2011,2.8,Electric,25613.97,21771.8745
Nissan,Rogue,2014,2.7,Petrol,47214.29,40132.1465
Audi,A6,2011,2.1,Hybrid,26739.15,22728.2775
Nissan,Sentra,2011,2.1,Electric,76411.42,64949.706999999995
Toyota,RAV4,2018,2.8,Electric,54298.55,46153.7675
Chevrolet,Impala,2014,2.3,Diesel,69339.21,58938.3285
Mercedes-Benz,S-Class,2018,1.3,Petrol,78713.56,66906.526
Mercedes-Benz,GLC,2011,3.7,Diesel,35802.14,30431.819
Toyota,Highlander,2013,4.5,Diesel,64193.81,54564.7385
Toyota,RAV4,2014,1.9,Hybrid,56823.98,48300.383
Audi,A6,2011,1.6,Hybrid,42276.14,35934.719
Nissan,Rogue,2019,4.9,Electric,76730.89,65221.256499999996
Mercedes-Benz,E-Class,2010,3.6,Petrol,44631.58,37936.843
Audi,Q7,2014,1.7,Petrol,31000.39,26350.3315
Nissan,Rogue,2020,1.9,Hybrid,44366.78,37711.763
Nissan,Rogue,2011,2.2,Hybrid,79042.16,67185.836
Volkswagen,Tiguan,2020,1.8,Electric,44706.9,38000.865
Honda,Accord,2017,4.0,Hybrid,34871.89,29641.106499999998
Toyota,RAV4,2017,3.8,Diesel,56863.97,48334.3745
Hyundai,Santa Fe,2013,3.3,Petrol,33441.53,28425.300499999998
BMW,5 Series,2014,3.8,Diesel,43618.81,37075.9885
Chevrolet,Tahoe,2016,3.2,Diesel,33644.22,28597.587
Chevrolet,Impala,2011,2.1,Electric,19009.49,16158.0665
Hyundai,Tucson,2010,4.7,Hybrid,73199.12,62219.25199999999
Ford,F-150,2014,1.5,Petrol,56451.04,47983.384
Audi,A4,2017,2.6,Electric,45817.66,38945.011
Audi,A6,2017,2.8,Hybrid,53492.59,45468.701499999996
Nissan,Sentra,2015,4.3,Petrol,72288.41,61445.1485
Hyundai,Tucson,2017,4.3,Petrol,78115.71,66398.3535
Audi,A6,2018,2.3,Petrol,22087.34,18774.239
Nissan,Murano,2015,4.9,Electric,75328.4,64029.13999999999
Hyundai,Santa Fe,2010,1.6,Electric,38298.04,32553.334
BMW,X5,2013,4.5,Petrol,61966.39,52671.4315
Ford,Mustang,2010,4.0,Diesel,28268.83,24028.5055
Chevrolet,Spark,2015,2.8,Petrol,49183.92,41806.331999999995
Volkswagen,Jetta,2020,1.3,Petrol,25776.35,21909.8975
Honda,CR-V,2015,2.6,Hybrid,41824.35,35550.697499999995
BMW,5 Series,2020,3.8,Diesel,46652.0,39654.2
Mercedes-Benz,E-Class,2012,4.8,Diesel,42664.41,36264.7485
Audi,A6,2013,4.8,Petrol,59336.61,50436.1185
Chevrolet,Malibu,2014,2.4,Diesel,21549.74,18317.279000000002
Audi,A6,2016,3.5,Petrol,45301.82,38506.547
Hyundai,Santa Fe,2011,2.7,Diesel,25780.24,21913.204
Ford,Focus,2020,3.4,Diesel,50989.4,43340.99
BMW,3 Series,2016,4.4,Hybrid,73529.6,62500.16
Hyundai,Santa Fe,2020,4.2,Hybrid,20204.73,17174.0205
Ford,Focus,2013,4.4,Hybrid,65196.73,55417.2205
Chevrolet,Malibu,2012,3.4,Petrol,68156.86,57933.331
Mercedes-Benz,E-Class,2018,4.7,Hybrid,32012.1,27210.285
BMW,7 Series,2018,3.8,Diesel,53233.54,45248.509
Nissan,Murano,2019,4.7,Diesel,74686.81,63483.788499999995
Mercedes-Benz,GLC,2016,3.7,Electric,37765.67,32100.819499999998
Toyota,Highlander,2016,3.7,Petrol,39187.42,33309.307
Honda,Accord,2013,4.0,Petrol,72923.1,61984.635
Hyundai,Elantra,2014,1.4,Hybrid,19049.91,16192.423499999999
Nissan,Sentra,2015,1.7,Diesel,63260.19,53771.1615
Audi,A4,2011,2.3,Electric,77479.45,65857.5325
Hyundai,Elantra,2014,3.5,Diesel,42034.77,35729.5545
Chevrolet,Impala,2018,3.9,Petrol,51723.87,43965.2895
Volkswagen,Jetta,2013,4.3,Hybrid,21557.83,18324.1555
Nissan,Altima,2020,2.1,Petrol,51282.82,43590.397
Chevrolet,Malibu,2012,4.6,Diesel,69512.56,59085.676
Nissan,Rogue,2010,2.5,Diesel,43251.21,36763.5285
Hyundai,Kona,2019,3.3,Petrol,28709.98,24403.483
Volkswagen,Passat,2014,1.3,Diesel,59406.57,50495.5845
Hyundai,Sonata,2020,3.7,Electric,44691.78,37988.013
Mercedes-Benz,C-Class,2018,3.6,Diesel,67739.95,57578.9575
Chevrolet,Tahoe,2019,1.3,Diesel,60624.45,51530.782499999994
Volkswagen,Passat,2013,2.9,Diesel,58952.34,50109.488999999994
Hyundai,Santa Fe,2020,1.7,Petrol,78168.3,66443.05500000001
BMW,7 Series,2016,1.4,Hybrid,27551.24,23418.554
Hyundai,Kona,2011,4.6,Electric,19073.06,16212.101
Nissan,Rogue,2014,1.4,Electric,15718.66,13360.860999999999
BMW,3 Series,2011,2.0,Electric,16324.36,13875.706
Audi,Q7,2019,2.6,Diesel,21089.86,17926.381
Mercedes-Benz,E-Class,2010,2.7,Hybrid,51657.58,43908.943
Nissan,Sentra,2017,3.7,Hybrid,58064.84,49355.113999999994
Ford,Mustang,2012,2.2,Diesel,30604.33,26013.680500000002
Mercedes-Benz,E-Class,2011,4.1,Petrol,68159.77,57935.8045
Ford,Mustang,2016,1.6,Electric,52258.2,44419.469999999994
Toyota,RAV4,2019,3.3,Hybrid,53512.68,45485.778
Honda,Accord,2014,1.9,Hybrid,78222.37,66489.01449999999
Mercedes-Benz,C-Class,2012,1.9,Diesel,18834.19,16009.061499999998
Audi,A4,2015,3.5,Hybrid,57024.75,48471.0375
BMW,3 Series,2011,2.3,Diesel,68069.12,57858.75199999999
Honda,Pilot,2012,2.3,Petrol,49191.66,41812.911
Nissan,Murano,2015,1.8,Petrol,59978.5,50981.725
Honda,Accord,2014,1.2,Electric,41793.72,35524.662
Chevrolet,Impala,2018,3.8,Electric,17001.23,14451.045499999998
Mercedes-Benz,GLA,2016,3.3,Diesel,46653.25,39655.2625
Chevrolet,Impala,2020,3.7,Electric,15245.65,12958.8025
Mercedes-Benz,C-Class,2010,4.2,Diesel,60916.17,51778.7445
BMW,X3,2020,4.6,Petrol,67908.85,57722.52250000001
Volkswagen,Tiguan,2020,3.1,Petrol,18366.62,15611.626999999999
Mercedes-Benz,GLA,2018,2.7,Electric,35982.06,30584.750999999997
Volkswagen,Passat,2017,4.0,Electric,27534.99,23404.7415
Ford,Mustang,2016,2.5,Electric,18020.84,15317.714
Honda,Civic,2020,3.5,Electric,54158.49,46034.716499999995
Mercedes-Benz,C-Class,2017,3.9,Diesel,23538.4,20007.64
Audi,Q7,2013,3.5,Petrol,44533.84,37853.763999999996
Nissan,Versa,2015,3.4,Electric,40253.37,34215.3645
Audi,A4,2017,1.5,Hybrid,57767.37,49102.2645
Nissan,Versa,2011,4.5,Diesel,72733.19,61823.2115
Hyundai,Santa Fe,2013,3.4,Diesel,25457.75,21639.087499999998
Toyota,Camry,2017,3.1,Diesel,65328.75,55529.4375
BMW,3 Series,2019,4.0,Diesel,61645.14,52398.369
Hyundai,Elantra,2011,4.5,Hybrid,53786.72,45718.712
Ford,F-150,2016,3.8,Hybrid,29763.04,25298.584
Audi,A6,2020,3.7,Hybrid,32971.18,28025.503
Nissan,Rogue,2018,4.2,Diesel,69255.43,58867.11549999999
Nissan,Rogue,2010,1.1,Electric,21564.91,18330.1735
Chevrolet,Equinox,2011,2.7,Petrol,18504.35,15728.697499999998
Mercedes-Benz,S-Class,2010,4.8,Electric,73740.66,62679.561
Nissan,Versa,2011,2.0,Diesel,37715.03,32057.7755
Audi,A4,2019,1.8,Diesel,37708.07,32051.8595
BMW,7 Series,2012,1.0,Electric,52584.66,44696.961
Hyundai,Sonata,2020,1.9,Hybrid,52071.9,44261.115
Ford,Fiesta,2019,4.1,Hybrid,62434.39,53069.2315
Ford,Fiesta,2016,4.4,Diesel,38354.18,32601.053
Volkswagen,Tiguan,2019,2.1,Diesel,61688.59,52435.301499999994
BMW,X3,2018,1.5,Hybrid,29214.88,24832.648
Toyota,Highlander,2016,3.6,Hybrid,76065.23,64655.445499999994
Chevrolet,Spark,2014,3.9,Petrol,56993.97,48444.8745
Chevrolet,Tahoe,2012,4.6,Electric,54987.9,46739.715
Toyota,Prius,2017,3.6,Diesel,28274.86,24033.631
Toyota,RAV4,2011,3.7,Diesel,50163.27,42638.7795
Audi,Q5,2012,1.0,Electric,34966.89,29721.856499999998
Chevrolet,Spark,2011,3.2,Petrol,63077.97,53616.2745
Volkswagen,Atlas,2011,2.5,Diesel,78105.43,66389.61549999999
Nissan,Versa,2012,4.0,Diesel,33182.09,28204.776499999996
Mercedes-Benz,GLA,2014,1.4,Diesel,33536.56,28506.075999999997
Toyota,Corolla,2012,3.2,Petrol,75969.23,64573.845499999996
Ford,F-150,2016,4.8,Electric,78210.21,66478.67850000001
Volkswagen,Passat,2011,1.1,Petrol,47588.23,40449.995500000005
Honda,CR-V,2016,2.2,Petrol,15377.87,13071.1895
Honda,Fit,2020,1.4,Petrol,35529.85,30200.372499999998
Toyota,RAV4,2018,4.8,Hybrid,71413.22,60701.237
Honda,Fit,2015,3.7,Electric,68026.95,57822.907499999994
Ford,Fiesta,2013,4.2,Electric,43621.33,37078.1305
Hyundai,Santa Fe,2016,2.7,Petrol,40869.72,34739.262
Nissan,Murano,2020,1.2,Electric,64456.43,54787.9655
Chevrolet,Tahoe,2013,3.3,Diesel,34341.56,29190.325999999997
Volkswagen,Jetta,2012,1.4,Diesel,23806.51,20235.533499999998
Mercedes-Benz,C-Class,2019,1.9,Diesel,35320.75,30022.6375
Volkswagen,Golf,2010,3.7,Electric,46648.35,39651.097499999996
Toyota,Highlander,2019,2.2,Hybrid,29318.42,24920.657
Hyundai,Santa Fe,2019,4.1,Diesel,25367.98,21562.783
Volkswagen,Tiguan,2018,4.6,Diesel,47629.52,40485.092
Honda,Fit,2012,4.5,Petrol,57303.67,48708.1195
Mercedes-Benz,E-Class,2010,1.7,Diesel,18291.96,15548.166
Mercedes-Benz,S-Class,2016,4.0,Diesel,20246.18,17209.253
Toyota,RAV4,2018,1.2,Electric,58961.74,50117.479
Chevrolet,Tahoe,2010,3.5,Diesel,51419.87,43706.8895
Honda,Pilot,2013,2.5,Hybrid,34142.37,29021.0145
Hyundai,Santa Fe,2020,4.2,Electric,47659.84,40510.863999999994
Hyundai,Kona,2018,3.2,Hybrid,58788.46,49970.191
Volkswagen,Tiguan,2020,3.1,Electric,27610.63,23469.0355
Nissan,Altima,2013,1.9,Diesel,64625.92,54932.032
Nissan,Versa,2014,2.2,Hybrid,40493.88,34419.797999999995
Audi,A6,2019,4.2,Hybrid,59168.25,50293.0125
Volkswagen,Golf,2018,3.7,Hybrid,32937.29,27996.6965
Hyundai,Tucson,2015,2.5,Hybrid,75126.73,63857.720499999996
Chevrolet,Tahoe,2011,3.1,Electric,41021.19,34868.0115
Audi,Q7,2013,1.5,Hybrid,76631.9,65137.11499999999
Ford,Fiesta,2010,1.7,Electric,34130.78,29011.162999999997
Toyota,Highlander,2012,2.8,Diesel,55737.23,47376.6455
Honda,Civic,2020,3.0,Electric,26896.48,22862.007999999998
Ford,Mustang,2010,1.5,Hybrid,58164.95,49440.2075
Hyundai,Elantra,2014,3.2,Petrol,35412.19,30100.361500000003
Honda,CR-V,2010,3.7,Hybrid,56989.71,48441.2535
Nissan,Altima,2017,4.8,Diesel,58960.85,50116.722499999996
Toyota,Camry,2013,4.2,Electric,56263.84,47824.263999999996
Ford,Mustang,2010,2.5,Diesel,54532.42,46352.557
Volkswagen,Atlas,2010,4.8,Electric,34969.3,29723.905000000002
Volkswagen,Atlas,2016,4.4,Hybrid,73461.07,62441.9095
Volkswagen,Jetta,2019,4.5,Diesel,22353.6,19000.559999999998
Honda,Accord,2012,4.3,Hybrid,24038.56,20432.776
Volkswagen,Passat,2015,2.7,Hybrid,63721.35,54163.1475
Audi,A4,2018,2.9,Electric,77702.55,66047.1675
Chevrolet,Spark,2016,2.8,Petrol,73105.82,62139.94700000001
Audi,A4,2016,1.8,Diesel,21548.38,18316.123
Nissan,Sentra,2018,2.3,Electric,42767.9,36352.715000000004
Mercedes-Benz,E-Class,2010,2.4,Electric,25890.49,22006.9165
Volkswagen,Tiguan,2014,4.1,Diesel,57058.97,48500.1245
Toyota,Highlander,2019,2.9,Hybrid,52484.03,44611.4255
BMW,X5,2017,4.5,Petrol,34304.73,29159.020500000002
Nissan,Murano,2020,2.1,Diesel,15316.57,13019.084499999999
Volkswagen,Golf,2020,4.1,Diesel,56259.54,47820.609
Ford,F-150,2015,4.4,Petrol,35813.82,30441.747
BMW,3 Series,2016,1.0,Petrol,35187.45,29909.332499999997
Honda,Civic,2010,4.5,Electric,55211.92,46930.132
Toyota,Highlander,2010,4.5,Petrol,55986.01,47588.1085
Toyota,RAV4,2010,2.6,Diesel,17527.15,14898.077500000001
Ford,Mustang,2018,2.9,Electric,36902.62,31367.227000000003
Volkswagen,Jetta,2010,4.0,Electric,72108.68,61292.37799999999
Ford,F-150,2015,1.4,Petrol,74928.63,63689.3355
BMW,7 Series,2016,1.7,Hybrid,58793.38,49974.373
Nissan,Rogue,2018,1.4,Petrol,50608.19,43016.9615
Volkswagen,Atlas,2013,1.8,Diesel,21294.22,18100.087
Hyundai,Elantra,2017,4.6,Hybrid,43596.37,37056.9145
Audi,A6,2020,4.3,Petrol,51898.27,44113.5295
Mercedes-Benz,GLA,2014,2.6,Petrol,78794.79,66975.57149999999
Nissan,Murano,2018,2.5,Diesel,25721.43,21863.2155
Ford,Focus,2018,4.2,Electric,34461.45,29292.2325
Audi,Q7,2011,1.2,Diesel,48461.25,41192.0625
Nissan,Versa,2019,1.2,Diesel,55197.97,46918.2745
Hyundai,Elantra,2019,3.5,Diesel,54245.74,46108.87899999999
Volkswagen,Golf,2010,2.1,Diesel,50090.44,42576.874
BMW,X5,2016,2.9,Diesel,52624.86,44731.131
Hyundai,Elantra,2010,3.0,Electric,32472.05,27601.2425
BMW,7 Series,2020,1.7,Petrol,70899.77,60264.8045
BMW,5 Series,2014,2.8,Hybrid,66845.37,56818.56449999999
Mercedes-Benz,C-Class,2013,4.7,Electric,57959.39,49265.4815
Mercedes-Benz,S-Class,2013,2.6,Hybrid,38982.29,33134.9465
Hyundai,Sonata,2018,3.0,Diesel,20760.94,17646.799
Hyundai,Tucson,2019,1.9,Petrol,35076.46,29814.990999999998
Honda,Accord,2016,3.2,Electric,34549.89,29367.406499999997
Nissan,Versa,2011,3.4,Electric,76026.52,64622.542
Toyota,Highlander,2010,3.6,Hybrid,58123.37,49404.8645
Volkswagen,Jetta,2016,4.9,Electric,44315.29,37667.9965
Volkswagen,Passat,2012,1.6,Electric,44169.81,37544.3385
Nissan,Altima,2015,3.7,Electric,69066.9,58706.86499999999
Ford,Explorer,2010,1.8,Diesel,67247.78,57160.613
Mercedes-Benz,C-Class,2016,2.9,Hybrid,19433.42,16518.407
Volkswagen,Atlas,2013,4.3,Petrol,37244.49,31657.816499999997
Mercedes-Benz,C-Class,2015,5.0,Hybrid,67930.5,57740.924999999996
Volkswagen,Passat,2015,3.1,Electric,79247.9,67360.715
Ford,Fiesta,2020,3.2,Hybrid,39229.61,33345.1685
Toyota,RAV4,2016,2.1,Hybrid,49634.97,42189.7245
Toyota,Prius,2011,3.7,Diesel,63853.73,54275.6705
Honda,CR-V,2018,3.8,Electric,43569.57,37034.1345
Honda,CR-V,2013,3.2,Diesel,28166.26,23941.320999999996
Honda,Accord,2020,2.9,Diesel,54296.53,46152.0505
Volkswagen,Passat,2018,2.0,Electric,44554.66,37871.461
BMW,3 Series,2012,4.5,Petrol,19775.77,16809.4045
Ford,F-150,2015,4.8,Electric,63961.36,54367.156
Nissan,Versa,2018,2.2,Electric,59508.88,50582.547999999995
Ford,Fiesta,2019,4.2,Diesel,51070.21,43409.678499999995
Mercedes-Benz,GLC,2012,3.1,Electric,54483.69,46311.1365
Ford,Explorer,2013,2.4,Electric,28892.81,24558.8885
Ford,F-150,2011,4.8,Hybrid,55193.47,46914.4495
Ford,F-150,2020,1.5,Electric,54727.4,46518.29
Mercedes-Benz,S-Class,2012,3.9,Petrol,18445.96,15679.065999999999
Audi,Q7,2020,3.7,Petrol,46285.3,39342.505000000005
Mercedes-Benz,E-Class,2014,1.9,Hybrid,72709.55,61803.1175
Ford,Focus,2012,2.7,Petrol,51260.02,43571.01699999999
Honda,Fit,2015,2.7,Diesel,29596.18,25156.753
